""	WT_1	WT_2	WT_3	Y2_1	Y2_2	Y2_3	YT_1	YT_2	YT_3
ENSG00000271199	0	0	0	0	0	0	0	0	0
RPSAP14	0	0	0	0	0	0	0	0	0
SHISA5P2	0	0	0	8	1	1	3	0	0
AARSD1P1	4	0	2	7	9	8	12	9	20
UHRF2P1	0	0	0	2	0	1	2	0	0
DDX3P1	0	0	0	0	0	1	0	0	0
ENSG00000280375	0	1	1	0	0	0	3	0	0
DDX3P2	0	0	0	0	0	2	0	0	0
MKRN5P	1	0	1	3	3	0	1	0	1
ATP5MKP1	1	1	2	33	48	1	59	3	3
BMP2KL	0	0	0	1	1	0	0	0	0
RAB11FIP1P1	0	0	0	0	0	0	0	0	0
ENSG00000271533	62	37	104	52	79	106	71	28	127
MIR421	0	0	0	0	0	0	0	0	0
MIR374B	0	0	0	0	0	0	0	0	0
MIR374C	0	0	0	0	0	0	0	0	0
RN7SL648P	0	0	1	0	0	0	0	0	0
ENSG00000278421	0	0	0	0	0	0	0	0	0
ENSG00000273974	0	0	0	0	0	0	0	0	0
ENSG00000275254	0	0	0	0	0	0	0	0	0
ENSG00000275625	0	0	0	0	0	0	0	0	0
MIR545	0	0	0	0	0	1	0	0	0
MIR374A	0	0	0	0	0	0	0	0	1
ENSG00000277922	1	0	0	0	3	0	0	2	0
ZCCHC13	0	0	0	0	0	0	0	0	0
ENSG00000226515	0	0	0	0	0	0	0	0	0
RPS6P26	0	0	0	0	0	0	0	0	0
ENSG00000303789	11	2	11	15	3	34	19	14	16
RN7SL790P	0	0	0	0	0	0	0	0	0
THAP12P1	2	3	2	10	5	4	21	5	1
RPS7P14	0	0	1	14	5	0	8	1	0
SLC16A2	4629	4237	4167	18491	14421	13412	28870	9531	16381
HNRNPA1P25	0	0	0	0	0	0	2	1	0
RLIM	1623	1413	2055	2586	2212	3344	3300	1291	3736
PABPC1P3	0	0	0	0	0	0	0	0	0
RNU6-330P	0	0	0	0	0	0	0	0	0
NEXMIF	46	30	94	29	114	148	377	90	232
ENSG00000271589	0	0	0	0	0	0	0	0	0
ABCB7	1651	1619	1976	2647	2284	3054	3749	1542	2900
UPRT	899	873	601	1091	708	991	1298	676	917
BUD31P2	0	0	2	2	0	4	0	0	0
RNU6-562P	0	0	0	0	0	0	0	0	0
TERF1P7	192	172	27	204	276	76	150	51	93
ZDHHC15	216	188	291	408	537	395	728	182	432
RPL21P134	1	1	0	8	1	0	3	0	0
ENSG00000302260	3	3	12	5	8	9	16	7	16
PCNPP4	0	0	0	0	0	0	0	0	0
BRAFP1	10	4	5	13	6	6	14	4	11
ENSG00000294822	9	8	15	11	14	22	41	12	35
TTC3P1	156	134	259	230	287	440	520	130	614
MAGEE2	0	0	0	0	0	0	0	0	0
SAR1AP4	0	0	0	0	0	0	0	0	0
FOXN3P2	0	1	0	3	0	0	3	0	0
ENSG00000226854	0	0	0	0	0	0	0	0	0
ARL5AP5	0	0	0	7	1	2	6	0	0
ENSG00000309870	3	1	0	4	2	1	2	1	1
ENSG00000309885	0	0	0	0	0	0	0	0	0
PBDC1	836	784	1079	1779	2055	1416	2458	683	1888
MMADHCP1	0	0	0	0	0	1	1	0	0
RNU6-867P	0	0	0	0	0	0	0	0	0
ENSG00000274398	0	0	0	0	0	0	0	0	0
LDHBP2	2	3	5	91	11	9	69	4	17
MAGEE1	351	326	456	454	189	536	427	231	705
RNA5SP508	1	0	1	0	3	0	5	2	3
TRAPPC13P1	0	4	14	11	13	15	29	11	10
ENSG00000302095	0	0	0	0	0	0	0	0	0
MIR325HG	15	15	49	22	47	63	147	26	73
MIR384	0	0	0	0	0	0	0	0	0
MIR325	0	0	0	0	0	0	0	0	0
RNA5SP509	0	0	0	0	0	0	0	0	0
SPRYD7P1	0	0	0	0	0	0	0	0	0
ENSG00000295984	0	0	0	1	0	0	0	0	0
FGF16	53	35	39	51	30	58	48	15	28
ATRX	2056	1538	3173	2685	4146	5807	7752	2154	8600
FABP5P15	0	0	0	0	0	0	0	0	0
ENSG00000296700	0	0	0	0	0	0	1	0	0
MAGT1	2698	2545	2175	4311	3560	3258	4578	2048	3718
RNU6-854P	0	0	0	0	0	0	0	0	0
RN7SL460P	0	0	0	0	0	0	0	0	0
COX7B	1280	1447	1307	4811	4546	3292	4734	1520	3142
ENSG00000293258	7	5	5	11	4	8	15	7	4
ATP7A	167	173	238	280	382	444	589	218	480
PGK1	30900	29618	22489	23783	27637	53695	86252	54941	31444
C4orf46P2	0	0	0	0	0	0	0	0	0
PGAM4	42	115	377	470	78	537	369	155	383
TAF9B	1366	1366	1432	2566	3576	2068	3786	1140	2637
ENSG00000297286	0	0	0	0	0	0	1	2	0
FNDC3CP	0	0	0	1	0	0	0	0	0
CYSLTR1	2	1	0	0	0	7	3	0	5
HMGN1P34	0	0	0	0	0	0	0	0	0
UBE2V1P7	0	0	0	0	0	0	0	0	0
ENSG00000298984	0	0	0	0	0	0	0	0	0
RTL3	0	0	0	0	0	0	0	0	0
PPATP2	0	0	0	0	0	0	0	0	0
LPAR4	294	273	787	374	568	597	1090	279	839
RPL7P54	0	0	0	0	0	0	0	0	0
MIR4328	0	0	0	0	0	0	0	0	0
ENSG00000303680	0	0	0	0	0	0	0	0	0
P2RY10	0	0	0	1	0	2	0	0	2
P2RY10BP	0	0	0	0	0	0	0	0	0
ENSG00000303456	0	0	0	0	0	0	0	0	0
GPR174	0	0	0	0	0	1	0	0	0
CTHRC1P1	0	0	0	0	0	0	0	0	0
KIF4CP	0	0	0	0	0	0	0	0	0
ITM2A	718	772	322	3867	2243	1880	1031	516	1096
ENSG00000294454	0	1	0	1	0	0	1	0	0
CORO1CP1	0	0	0	0	0	0	0	0	0
ENSG00000300464	3	4	1	1	0	1	2	2	6
TBX22	13	11	29	47	49	31	52	21	50
CHMP1B2P	13	15	10	1	4	3	0	0	0
TENT5D	0	0	0	0	0	2	1	0	0
ENSG00000295336	0	0	1	0	0	0	2	0	0
HNRNPH3P1	0	0	0	0	0	0	0	0	0
WBP11P3	0	0	0	1	0	0	1	0	1
HK2P1	32	30	62	69	29	139	99	45	89
BRWD3	2190	1952	2681	3964	4962	4234	6216	1867	4625
PSMA1P1	0	0	0	5	0	0	6	0	0
ENSG00000289132	33	27	53	38	36	59	50	21	34
ENSG00000239008	0	0	0	0	0	0	0	0	0
RNU6-493P	0	0	0	0	0	0	0	0	0
VDAC1P1	727	637	422	1041	378	798	720	449	798
RNU6-995P	0	0	0	0	0	0	0	0	0
ENSG00000284618	0	0	0	9	4	0	11	1	0
HMGN5	1057	941	500	3080	5290	1444	7533	1169	1917
SH3BGRL	1934	1958	1601	3787	5445	3636	8606	2491	4548
ENSG00000296721	2	0	1	0	1	0	1	1	0
ENSG00000231875	1	0	1	1	0	1	1	1	0
ENSG00000224523	0	0	0	0	0	0	0	0	0
ENSG00000288059	0	0	0	0	0	0	2	2	0
ENSG00000305030	0	0	0	0	0	0	0	0	0
PDK1P2	0	0	0	0	0	0	0	0	0
ENSG00000304365	0	0	0	7	7	0	5	0	0
RNU6-974P	0	0	0	0	0	0	0	0	0
ENSG00000310447	0	0	0	0	0	0	0	0	0
EIF3JP1	1	0	0	1	1	0	1	0	0
RPL22P22	0	0	0	0	0	0	0	0	0
ENSG00000202183	0	0	0	0	0	0	0	0	0
ENSG00000296440	1	0	0	0	1	1	0	0	0
EIF3MP1	0	0	0	0	0	0	0	0	0
ATG4AP1	0	0	0	0	0	0	0	0	0
ENSG00000301928	0	0	0	3	0	0	4	0	1
ENSG00000279437	0	0	0	1	0	0	0	0	1
ENSG00000307072	1	0	0	4	0	5	3	0	3
POU3F4	40	40	14	645	386	565	564	222	1063
POMPP1	0	0	0	0	0	0	0	0	0
TERF1P4	410	351	177	922	461	440	466	157	447
CYLC1	0	0	0	0	0	0	0	0	0
RPS6KA6	598	518	673	1154	1062	1217	1332	442	1052
MIR548I4	0	0	0	0	0	0	0	0	0
HDX	238	221	264	380	565	441	737	207	665
ENSG00000233484	0	0	0	0	0	0	0	0	0
ENSG00000309053	0	0	0	0	0	0	0	0	0
ENSG00000309030	0	0	0	0	0	3	1	0	0
SETP4	0	0	4	3	0	1	0	0	0
ENSG00000306982	0	0	0	1	4	1	0	0	0
ENSG00000306998	0	0	0	0	0	0	0	0	0
UBE2DNL	0	0	0	0	0	0	0	0	0
ENSG00000229547	0	0	0	0	0	0	0	0	0
ENSG00000230781	0	0	0	0	0	0	0	0	0
APOOL	360	278	479	732	904	1140	1411	351	787
SATL1	29	39	29	45	46	86	126	24	36
ENSG00000283446	0	0	0	0	0	0	0	0	0
ENSG00000235461	0	0	0	0	0	0	0	0	0
ENSG00000276391	0	0	0	0	0	0	0	0	0
ZNF711	586	445	980	761	812	1299	1408	473	1301
POF1B	1	0	8	9	2	0	0	0	0
MIR1321	0	0	0	0	0	0	0	0	0
SFR1P2	0	0	0	0	0	0	0	0	0
ENSG00000276892	0	0	0	0	0	0	0	0	0
CHM	706	699	793	1403	1516	1634	1740	615	1464
MIR361	0	0	0	0	0	0	0	0	0
NDUFA5P7	0	0	0	0	0	0	0	0	0
STIP1P3	22	28	17	219	74	30	230	12	19
TPMTP4	0	0	0	0	0	0	0	0	0
DACH2	56	59	30	96	64	93	55	38	50
EEF1A1P29	0	2	0	45	7	0	13	2	0
GEMIN8P3	0	0	0	0	0	0	0	0	0
FCF1P9	0	0	0	0	0	0	0	0	0
COPS8P1	0	0	0	0	0	0	1	0	0
ENSG00000304551	0	4	7	1	12	8	26	10	10
ENSG00000236190	0	0	0	0	0	0	0	0	0
ENSG00000271457	0	0	0	0	0	0	0	0	0
ENSG00000200422	0	0	0	0	0	0	0	0	0
ENSG00000230478	0	0	0	0	0	0	1	0	0
KLHL4	1324	1250	1432	2791	3720	4513	9369	3853	10592
ENSG00000295525	642	445	25	648	761	64	4	21	7
RPSAP15	1182	1235	1191	4533	2461	1519	6617	1077	1362
ENSG00000282914	0	0	0	0	0	0	0	0	0
ENSG00000271205	0	0	0	0	0	0	0	0	0
ENSG00000289575	4	2	2	7	7	4	3	1	0
RPL34P36	0	0	0	0	0	0	0	0	0
MRPS22P1	0	0	0	0	0	0	0	0	0
TMEM184CP1	0	0	0	0	0	0	0	0	0
CAPZA1P1	73	48	168	390	461	249	698	98	299
ENSG00000252016	0	0	0	0	0	0	0	0	0
ENSG00000271693	0	0	0	0	0	0	0	0	0
ENSG00000300140	0	0	1	0	0	0	2	0	0
CPXCR1	1	0	0	0	0	1	0	0	0
ENSG00000271157	0	0	0	0	0	0	0	0	0
ENSG00000232576	0	0	0	0	0	0	0	0	0
ENSG00000270745	2	0	2	1	1	0	0	1	0
SRIP2	0	0	0	0	0	0	0	0	0
ENSG00000225012	0	0	0	0	0	0	0	0	0
ENSG00000303925	0	0	0	2	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	0	0
STAU2P1	1	2	3	22	22	2	48	2	4
USP12PX	14	14	10	33	38	25	39	6	24
ENSG00000274022	0	0	0	0	0	0	0	0	0
RNF19BPX	0	0	0	0	0	0	0	0	0
ENSG00000303514	0	0	2	0	1	4	3	0	1
UBE2V1P9	0	0	0	0	0	0	0	0	0
ENSG00000304825	0	1	0	0	0	0	0	0	0
ENSG00000298059	0	0	0	0	0	0	0	0	0
RNU6-555P	0	0	0	0	0	0	0	0	0
ENSG00000297828	0	0	0	0	0	0	0	0	0
PABPC5-AS1	3	0	3	4	2	7	1	2	6
ENSG00000206062	0	0	0	0	0	0	0	0	0
ENSG00000236413	0	0	0	0	0	0	0	0	0
PABPC5	146	169	183	215	251	314	477	172	259
SERBP1P4	0	0	0	2	0	0	0	0	0
ENSG00000304513	0	6	1	4	6	6	2	1	0
ENSG00000304535	0	0	1	3	0	2	0	0	0
ENSG00000304549	10	13	33	21	81	44	69	25	42
PCDH11X	771	599	1966	1828	2286	3731	5103	1679	3945
RNU2-26P	0	0	0	0	0	0	0	0	0
VDAC1P3	2	1	0	8	3	7	10	1	1
ENSG00000289479	15230	12575	6355	24245	28613	17917	12729	3302	6235
EIF4A1P10	5346	4930	2970	9308	3010	5654	6000	3268	5476
KRT18P11	13	6	10	54	40	8	23	6	4
SNX3P1X	0	0	0	0	0	0	0	0	0
ENSG00000294726	0	0	0	0	0	0	0	0	0
RPL26P36	3	10	13	161	192	27	274	9	15
TUSC2P2	0	0	0	0	0	0	0	0	0
DLGAP5P2	0	0	0	0	0	0	0	0	0
AP2B1P1	40	51	57	240	80	94	166	53	88
ST13P18	484	436	378	508	442	583	737	368	586
NT5DC1P1	0	0	0	0	0	0	0	0	0
RPL7P55	0	0	0	0	0	0	0	0	0
NAP1L3	2444	2295	2836	2608	1984	2719	2747	1148	4797
FAM133A	35	40	71	93	132	89	175	58	126
USP37P1	0	0	0	0	0	0	0	0	0
ENSG00000303315	0	0	0	0	0	0	0	0	1
RNU6-332P	0	0	0	0	0	0	0	0	0
ENSG00000300880	0	0	0	0	0	0	0	0	0
TUBB4BP8	0	0	0	0	0	0	0	0	0
ENSG00000299734	17	18	3	26	13	1	0	2	0
ENSG00000304385	206	163	33	153	86	29	0	6	2
PAICSP7	1	1	0	1	1	0	0	0	0
ENSG00000304403	17	36	5	22	10	4	2	0	0
CCNB1IP1P3	0	0	0	0	0	0	0	0	0
MIR548M	0	0	0	0	0	0	0	0	0
ENSG00000307552	4	2	0	0	0	0	0	0	0
ENSG00000271094	0	0	0	0	0	0	0	0	0
CALM1P1	0	0	0	0	0	2	0	0	0
RNA5SP510	0	0	0	0	0	0	0	0	0
GTF3C6P1	0	0	0	0	0	0	0	0	0
HNRNPDLP3	0	0	0	0	0	0	0	0	0
HNRNPDLP1	0	0	0	0	0	0	0	0	0
RPS7P13	0	0	0	0	0	0	0	0	0
ENSG00000270583	0	0	0	0	0	0	0	0	0
KAT7P1	165	130	55	444	176	149	413	162	142
RN7SL379P	0	0	0	0	0	0	0	0	0
ENSG00000203262	0	0	0	0	0	0	0	0	0
ENSG00000286523	0	0	0	0	0	0	0	0	0
RPS29P28	0	0	0	0	0	0	0	0	0
BRDTP1	0	0	0	0	0	0	0	0	0
ENSG00000295365	0	0	0	0	0	0	0	0	0
RN7SKP194	0	0	0	0	0	0	0	0	0
SKP2P1	0	0	0	0	0	0	0	0	0
DIAPH2	1546	1387	3183	2209	3001	2502	4120	1078	2563
RPA4	3	0	10	15	5	4	0	2	6
NDUFB5P2	0	0	0	0	0	0	0	0	0
RN7SL74P	0	0	1	0	0	0	0	0	0
DIAPH2-AS1	0	0	1	0	0	0	0	0	1
ENSG00000233887	0	0	0	0	7	0	0	1	1
NCKAP1P1	0	0	0	0	0	0	0	0	0
KPNB1P1	0	1	1	2	0	0	1	0	1
RPL6P29	0	0	0	0	0	0	1	0	0
ENSG00000271322	0	0	0	0	0	0	0	0	0
EEF1A1P15	0	0	0	0	0	0	0	0	0
HMGB1P32	0	0	0	0	0	0	0	0	0
LINC03077	2011	1962	238	2823	4013	1878	5852	1871	2447
ENSG00000305821	2	0	0	11	10	5	3	0	1
ENSG00000294283	0	0	0	0	0	0	0	0	0
TEX101P1	0	0	0	0	0	0	0	0	0
XRCC6P5	0	0	0	5	1	0	0	0	0
B3GNT2P1	0	0	0	0	0	0	0	0	0
ENSG00000252296	0	0	0	0	0	0	0	0	0
CTDSPL2P1	0	0	0	4	1	1	1	0	0
RPSAP8	2	0	0	44	18	0	29	2	0
PCDH19	157	99	353	362	439	768	980	325	371
ENSG00000301679	1	2	1	2	2	1	0	0	1
TNMD	59	78	109	479	427	326	362	125	393
TSPAN6	2893	2973	2901	6072	4646	4649	5682	2770	4773
SRPX2	1	1	1	7	13	2	6	0	1
SYTL4	13	11	12	18	26	31	54	20	50
ENSG00000299744	2	1	0	1	0	1	0	0	3
PPIAP89	0	0	0	0	0	0	0	0	0
RAD21P1	1	1	0	24	9	1	17	0	1
ENSG00000275320	0	0	0	0	0	0	0	0	0
CSTF2	1157	1075	1121	3253	2330	3175	2988	1156	3578
ENSG00000202231	0	0	0	0	0	0	0	0	0
NOX1	0	0	0	0	0	1	0	0	0
HNRNPA1P26	55	98	128	451	100	77	473	90	78
HNRNPA1P27	6	0	7	16	4	18	18	7	11
NSA2P3	2	1	3	8	10	4	11	1	1
XKRX	47	44	61	129	63	120	53	33	86
CSGALNACT2P1	0	0	2	1	0	0	0	0	0
ARL13A	0	0	0	0	0	0	0	0	0
TRMT2B	680	663	787	1816	1057	2188	2077	889	2017
TRMT2B-AS1	1	0	0	0	0	1	0	0	1
TMEM35A	282	223	339	737	977	823	1711	683	1250
CENPI	1184	1182	1220	1407	1447	1531	2973	1098	2794
YWHAQP8	0	0	0	0	0	0	0	0	0
DRP2	70	67	91	38	91	208	330	141	215
TAF7L	7	7	2	22	14	30	56	21	32
RNU6-934P	0	0	0	0	0	0	0	0	0
NANOGNBP3	1	0	1	0	1	4	3	0	3
RPL21P132	0	0	0	0	0	0	0	0	0
TIMM8A	519	498	553	836	478	695	513	316	833
BTK	48	42	33	35	16	50	22	7	17
RPL36A	69	53	146	85	126	195	137	46	187
RPL36A-HNRNPH2	0	0	0	0	0	0	0	0	0
GLA	1199	1119	927	2450	1990	1869	2463	1192	2178
HNRNPH2	3122	3144	2416	5045	3532	3833	5075	2123	4993
ARMCX4	363	271	926	557	361	866	634	271	1312
PPIAP90	0	0	0	0	0	0	0	0	0
PRKCIP1	319	324	308	476	394	673	643	206	543
ARMCX1	1086	1110	1038	2413	1923	1504	1986	978	2149
ENSG00000302677	0	0	0	0	0	0	0	0	0
ARMCX7P	0	0	0	2	2	0	2	1	0
ENSG00000290908	0	0	0	4	4	0	9	0	0
ARMCX6	284	292	394	590	389	528	995	379	788
ARMCX3	697	727	1299	2285	1452	2345	3137	1490	3669
ARMCX3-AS1	1	0	0	5	3	5	7	9	7
ENSG00000261101	8	3	7	6	11	19	14	4	25
RNU6-30P	0	0	0	0	0	0	0	0	0
ENSG00000286000	0	0	1	0	1	7	3	4	4
ENSG00000302702	4	0	0	0	1	3	2	4	1
ARMCX2	3855	3556	4513	7537	7977	7569	10074	4055	13206
ENSG00000302652	1	1	3	16	2	6	4	4	1
ENSG00000223753	0	0	0	0	0	0	0	0	0
RNU6-587P	0	0	0	0	0	0	0	0	0
ENSG00000229090	0	0	0	0	0	0	0	0	0
GK4P	172	159	126	309	174	531	377	179	753
NXF5	1	0	0	0	0	1	4	1	0
ZMAT1	87	79	296	69	253	582	631	173	405
ENSG00000235196	0	0	0	0	0	0	0	0	0
RNU6-345P	0	0	0	0	0	0	0	0	0
H2BP8	0	0	0	0	0	0	0	0	0
C3orf49P1	0	0	0	0	0	0	0	0	0
MTND6P13	0	0	0	0	0	0	0	0	0
TCEAL2	585	561	790	465	1020	880	2826	664	1296
TCEAL6	0	0	1	13	6	0	18	1	0
ENSG00000286794	3	2	0	1	14	2	45	7	8
BEX5	147	133	168	14	31	133	122	33	75
TCP11X3P	0	0	0	0	0	0	0	0	0
ENSG00000290743	0	0	0	0	0	0	0	0	0
TCP11X1	0	0	0	0	0	0	0	0	0
NXF2	0	0	0	0	0	0	0	0	0
ENSG00000273746	0	0	0	0	0	0	0	0	0
ENSG00000306376	0	0	0	0	0	0	0	0	0
NXF2B	0	0	0	0	0	0	0	0	0
ENSG00000284800	0	0	0	0	0	0	0	0	0
ENSG00000310460	0	0	0	0	0	0	0	0	0
ENSG00000231590	0	0	0	0	0	0	0	0	0
TCP11X2	0	0	0	0	0	0	0	0	0
TMSB15A	1199	1225	1094	836	1479	1839	4113	1858	2478
FOXN3P1	0	0	0	5	2	0	2	0	0
NXF4	0	0	1	3	5	14	4	0	2
ARMCX5	501	461	626	720	724	809	1057	375	896
ENSG00000271147	98	103	149	208	223	157	322	97	218
ENSG00000270050	1	0	2	2	0	0	1	0	3
H3P45	0	0	0	0	0	0	0	0	0
GPRASP1	112	86	439	163	173	516	396	115	556
ENSG00000286327	4	1	3	0	0	0	1	0	3
RNU6-589P	0	0	0	0	0	0	0	0	0
BEND7P1	0	0	0	0	0	0	0	0	0
ENSG00000301692	3	0	1	0	1	0	2	0	1
GPRASP2	540	551	1148	1015	799	1396	1118	436	1276
ARMCX5-GPRASP2	1	1	8	2	2	9	1	5	19
GPRASP3	6	4	17	2	0	19	3	4	16
LINC00630	358	283	332	874	1298	1110	1575	411	1251
MTND1P32	0	0	0	0	0	0	0	0	0
MTND2P2	0	0	0	0	0	3	1	0	0
MTCO1P19	0	0	0	0	0	1	0	0	0
MTCO2P19	0	0	0	0	0	0	0	0	0
MTATP6P19	0	0	0	0	0	0	0	0	0
MTCO3P19	0	0	0	0	0	0	1	0	0
MTND4P32	0	0	0	0	0	0	0	0	0
MTND5P26	0	0	0	0	0	1	0	0	0
MTND6P32	0	0	0	0	0	0	0	0	0
MTCYBP32	0	0	0	0	0	0	1	0	0
RAB40AL	1	0	0	1	0	8	3	1	4
ENSG00000234050	0	0	0	0	0	0	1	0	0
ENSG00000286846	0	0	0	0	0	5	7	0	5
NUDT19P2	0	0	0	0	0	0	0	0	0
BEX1	1793	1772	1396	2030	2166	2523	5323	1830	3460
NXF3	0	0	0	2	5	1	3	0	0
ENSG00000226241	0	0	0	12	5	0	7	0	2
RPSAP59	0	0	0	0	0	0	0	0	0
BEX4	1452	1335	1535	2698	4075	2428	6849	1734	2523
TCEAL8	4105	4107	2843	7895	7641	5129	11265	4011	7367
ENSG00000224692	0	0	0	0	0	0	0	0	0
TCEAL5	110	128	81	315	252	502	165	46	97
BEX2	890	869	1433	1575	1999	2479	4613	1529	3589
TCEAL7	454	487	649	182	215	352	521	179	412
ENSG00000301123	3	1	9	5	7	12	10	6	10
ENSG00000238049	0	0	0	0	0	0	0	0	0
TCEAL9	2375	2263	2079	4340	5424	2888	6746	2291	4276
BEX3	8826	8034	10446	22076	23601	17157	43149	13616	26101
ENSG00000297693	0	0	0	0	0	0	0	0	0
LL0XNC01-250H12.3	283	285	461	342	297	599	567	243	780
ENSG00000304307	0	0	0	0	0	0	2	0	0
RAB40A	8	0	12	4	2	21	11	13	15
ENSG00000287619	12	19	37	26	52	51	94	32	44
TCEAL4	1438	1487	2218	2675	2806	2822	4314	1264	2911
ENSG00000304280	2	4	7	4	4	6	12	3	10
ENSG00000279894	1	1	1	1	0	3	6	0	2
TCEAL3	407	456	844	899	819	880	1781	443	993
TCEAL3-AS1	0	0	0	0	1	0	4	1	1
TCEAL1	172	165	143	400	579	350	719	228	341
ENSG00000297314	0	1	0	0	1	1	1	0	1
CNEP1R1P1	0	0	0	0	0	0	0	0	0
MORF4L2	19121	18130	18059	34301	28002	29099	49695	19055	34819
MORF4L2-AS1	72	42	79	73	121	125	201	63	97
ENSG00000293448	18	21	17	8	15	14	22	12	33
ENSG00000288597	638	507	333	1914	2098	209	112	77	32
GLRA4	0	0	0	0	0	0	0	0	0
TMEM31	15	16	16	25	67	28	135	30	15
PLP1	4051	3933	5047	5747	6312	9726	9269	3319	6450
RAB9B	29	35	46	64	90	133	264	109	373
TMSB15B-AS1	12	9	24	20	19	43	60	13	47
RNA5SP511	0	0	0	0	0	0	0	0	1
H2BP9	0	0	0	0	0	0	0	0	5
ENSG00000276298	1	1	0	2	3	1	0	0	0
ELF2P1	1	1	7	6	4	7	8	3	16
TMSB15B	40	25	63	50	48	61	74	36	53
SLC25A53P1	4	3	7	3	2	17	8	3	5
DPPA3P1	0	0	0	1	2	0	2	0	1
ENSG00000291310	0	0	0	1	1	1	2	0	0
H2BW1	3	1	2	5	16	3	3	1	6
H2BW2	2	4	9	14	21	20	34	6	10
ENSG00000294789	5	5	0	3	0	1	0	3	2
H2BW3P	0	0	0	0	0	0	0	0	0
TMSB15C	1	0	10	9	4	13	7	4	26
SLC25A53	394	316	315	537	728	488	1383	383	820
ZCCHC18	61	50	157	64	96	232	262	112	234
FAM199X	1633	1561	2230	3871	2928	4065	4123	1777	5076
ESX1	0	1	1	2	5	17	16	7	5
IL1RAPL2	4	6	4	21	11	41	27	8	27
PHB1P10	0	0	0	0	0	0	2	0	0
ENSG00000308412	0	0	0	0	0	0	0	0	0
RPL18AP14	0	0	0	0	0	0	0	0	0
TEX13A	0	0	0	0	2	0	1	0	0
KCTD9P2	16	16	28	35	28	43	53	13	30
RNU6-207P	0	0	0	0	0	0	0	0	0
ENSG00000298502	5	4	3	28	30	47	18	11	17
NRK	160	94	121	272	256	353	268	78	336
ENSG00000304725	0	0	0	0	0	0	0	0	0
ENSG00000307423	0	0	0	0	0	0	0	0	0
SERPINA7	0	0	0	0	0	0	0	0	0
CTDSPL2P2	0	0	0	0	1	0	0	0	0
ENSG00000310048	0	0	0	0	0	0	0	0	0
PWWP3B	67	88	88	44	284	478	1087	442	696
CSGALNACT2P2	0	0	0	0	0	0	0	0	0
ENSG00000300518	2	4	7	7	4	5	3	1	3
NAP1L4P2	0	0	0	0	0	0	0	0	0
SERPINA7P1	0	0	0	0	0	0	0	0	0
ENSG00000277673	0	0	0	0	0	0	0	0	0
RADX	270	277	213	1138	1018	1376	1624	661	1813
MIR548AN	0	0	0	0	0	3	2	2	3
RNF128	49	49	34	125	86	170	137	61	103
TBC1D8B	360	303	467	807	951	1032	985	356	732
MORC4	276	283	215	1028	772	789	492	198	442
RIPPLY1	0	0	1	0	0	0	0	0	0
CLDN2	0	0	0	0	0	0	0	0	0
ENSG00000300720	0	0	0	0	0	0	0	0	0
EEF1A1P40	0	0	0	0	0	0	0	0	0
RBM41	903	683	1631	1860	2028	2252	2138	640	2360
NUP62CL	79	76	136	189	265	223	383	113	186
GTF3C6P2	177	218	325	903	1032	589	1224	275	721
DNAAF6	0	0	2	1	0	0	0	0	0
MYCLP1	1	3	1	3	1	0	0	0	0
DNAJA1P3	16	13	13	112	54	30	90	5	56
KRT18P49	0	0	0	0	0	0	0	0	0
FRMPD3	183	140	151	1062	684	517	792	269	532
FRMPD3-AS1	0	0	0	0	0	0	0	0	0
ENSG00000294392	0	1	0	0	1	0	5	0	0
PRPS1	9527	9369	8714	20347	12568	16851	17086	7484	13434
ENSG00000289923	0	0	0	0	0	0	0	0	0
ENSG00000308704	0	0	2	0	0	0	0	0	1
ENSG00000295165	0	0	0	0	0	0	0	0	0
ENSG00000309836	0	0	0	0	0	0	0	0	0
TSC22D3	1153	1153	3609	6092	2733	6556	5842	2499	1069
ENSG00000294438	1	0	0	1	0	0	0	0	0
NCBP2L	0	0	0	4	1	3	0	0	0
MID2	137	110	282	569	629	550	511	171	244
ENSG00000236064	9	6	11	3	1	1	1	0	0
ENSG00000310118	17	22	23	4	7	4	4	0	0
TMEM230P1	0	0	0	0	0	0	0	0	0
NLRP3P1	10	4	19	2	0	0	0	0	0
TEX13B	67	50	54	510	161	192	45	32	37
VSIG1	32	25	38	16	14	3	3	4	2
PSMD10	3723	3611	3263	6023	6120	5821	8354	3494	4822
ATG4A	282	257	321	957	797	584	614	230	442
COL4A6	1495	1257	4240	1264	1335	3849	5524	2752	7149
ENSG00000303214	0	0	0	0	0	0	0	0	0
ENSG00000189372	0	0	0	0	0	0	0	0	0
COL4A5	1447	1107	3280	1723	2131	3764	4894	2162	4983
IRS4	378	279	1968	215	192	331	192	53	156
IRS4-AS1	38	37	136	26	20	31	31	7	9
RNU6-309P	0	0	0	0	0	0	0	0	0
ENSG00000275110	0	0	0	0	0	0	0	1	0
ENSG00000297186	0	0	0	0	0	0	0	0	0
GAPDHP77	0	0	0	0	0	0	0	0	0
GUCY2F	5	6	9	2	1	4	3	2	2
NXT2	1197	1282	1052	1940	2310	1452	2523	891	1319
MFN1P1	0	1	0	8	2	0	4	1	1
KCNE5	191	205	162	124	52	72	119	68	66
ACSL4	5595	5128	5053	4820	5786	6103	9793	3455	6494
ENSG00000237319	0	0	0	0	0	0	0	0	0
ENSG00000289365	3	6	22	10	32	5	17	6	27
