""	WT_1	WT_2	Y2_1	Y2_2	YT_1	YT_2
BTBD2	6123	5069	6241	1883	8127	5321
ENSG00000267283	9	10	18	5	20	23
ENSG00000279653	0	0	3	1	5	2
ENSG00000275468	0	0	3	0	2	0
ENSG00000267180	0	0	0	0	0	0
MKNK2	4754	4228	6847	2109	5423	3210
ENSG00000300005	1	0	0	0	0	0
MOB3A	410	364	677	455	1270	462
IZUMO4	3	5	6	1	9	3
AP3D1	7661	6801	12757	9756	12254	4339
DOT1L	2046	1635	2586	1002	2459	1442
ENSG00000267122	0	0	0	0	0	1
PLEKHJ1	2265	2041	3334	657	1631	1441
MIR1227	0	0	0	0	0	0
MIR6789	0	0	0	0	0	0
SF3A2	3113	2591	6049	1498	4505	2388
AMH	81	68	148	14	161	187
MIR4321	0	0	0	0	0	0
JSRP1	12	20	119	13	43	16
OAZ1	14539	13060	17636	9010	14844	9649
ENSG00000273734	0	0	0	0	0	0
PEAK3	0	1	2	3	3	0
LINGO3	61	57	68	44	193	110
ENSG00000288156	0	1	0	6	4	4
ENSG00000286880	0	1	0	2	6	0
LSM7	1081	1119	3546	945	2116	1352
SPPL2B	895	720	1248	278	1027	872
TMPRSS9	21	5	15	3	15	1
TIMM13	3216	2955	5795	1639	3292	2100
LMNB2	10885	9753	16790	5906	10363	5687
MIR7108	0	0	0	0	0	0
LINC01775	2	1	1	1	10	0
GADD45B	55	51	195	86	99	46
ENSG00000301105	1	1	4	1	3	1
ENSG00000305662	0	0	0	0	0	0
RNU6-993P	0	0	0	0	0	0
GNG7	646	553	906	420	912	443
ELOCP28	0	0	0	0	0	0
ENSG00000307830	0	0	0	0	0	0
RN7SL121P	0	0	0	0	0	0
ENSG00000307793	0	0	0	0	0	0
ENSG00000307809	0	0	0	0	0	0
ENSG00000267412	0	0	0	0	0	1
MIR7850	0	0	0	0	0	0
ENSG00000267214	0	0	0	0	0	0
ENSG00000267749	0	0	0	0	0	0
ENSG00000276097	0	0	1	1	1	0
DIRAS1	1013	945	1489	477	1211	720
ENSG00000267001	0	0	0	0	0	0
ENSG00000286460	0	1	0	0	0	0
ENSG00000261342	37	39	146	34	73	45
SLC39A3	939	860	1326	208	688	747
SGTA	4741	4091	8548	4402	7528	3309
THOP1	2644	2290	3654	988	2542	1696
ZNF554	187	153	365	213	263	156
ENSG00000304546	0	0	0	0	0	0
ZNF555	256	228	335	352	675	226
ENSG00000267063	0	0	1	0	0	0
ENSG00000287766	3	3	4	3	10	4
ZNF556	0	2	1	1	2	1
RPL35AP38	0	0	0	0	0	0
ENSG00000266938	0	0	0	0	0	0
ZNF57	335	333	460	451	687	227
ENSG00000253392	9	5	10	15	26	17
ZNF77	106	98	128	127	240	104
ENSG00000279452	0	0	0	0	0	0
ENSG00000288906	8	7	12	2	5	3
TLE6	84	59	95	25	46	18
TLE2	564	482	802	211	157	112
ENSG00000267469	2	7	69	14	49	17
TLE5	5681	5370	11845	4004	11288	6185
ENSG00000298869	0	1	1	0	0	0
ENSG00000296665	0	0	0	0	0	0
GNA11	1318	1336	2825	1040	2080	1238
ENSG00000267139	0	0	3	0	0	1
ENSG00000267688	0	0	0	0	0	0
RPL35P10	0	0	0	0	0	0
GNA15	19	17	17	13	9	7
GNA15-DT	0	0	0	2	0	0
S1PR4	0	0	0	0	0	0
ENSG00000289471	0	1	1	0	0	0
ENSG00000299541	0	3	6	6	3	0
NCLN	4085	3625	6714	1095	2504	2143
CELF5	544	454	565	550	2148	827
ENSG00000267448	0	0	0	0	2	1
NFIC	140	126	280	212	586	209
ENSG00000305183	0	0	0	0	0	0
ENSG00000280103	0	0	0	0	0	0
ENSG00000279599	0	0	0	0	0	0
ENSG00000304357	0	0	0	0	0	0
SMIM24	314	315	61	393	1828	634
SMIM44	0	0	0	0	0	1
DOHH	330	271	547	64	161	220
ENSG00000297875	0	0	0	0	0	0
FZR1	1229	1125	2032	783	2399	1445
ENSG00000252408	0	0	0	0	0	0
MFSD12	1796	1572	2461	454	1659	1345
TEKTIP1	10	9	13	5	15	7
MFSD12-AS1	3	1	4	0	2	3
ENSG00000267231	0	0	1	0	0	0
ENSG00000279590	0	0	0	0	1	0
ENSG00000305820	2	0	1	0	0	0
ENSG00000266959	0	0	0	0	0	0
ENSG00000305832	0	0	0	3	0	0
HMG20B	1867	1651	2772	991	3764	2384
GIPC3	114	90	99	101	200	66
TBXA2R	25	22	8	14	75	46
CACTIN-AS1	5	4	4	1	5	4
CACTIN	1041	860	1531	585	1162	690
PIP5K1C	1745	1359	2441	1144	2911	1415
ENSG00000267304	0	0	0	0	0	0
TJP3	482	472	1524	681	614	293
APBA3	594	507	832	172	583	455
ENSG00000267205	0	0	0	1	0	0
ENSG00000267138	1	0	1	3	2	0
MRPL54	280	342	735	191	529	310
RAX2	0	0	0	0	0	0
ENSG00000267148	0	0	0	0	0	0
MATK	656	626	1600	245	260	257
ZFR2	515	486	699	300	995	587
FTLP5	0	0	0	0	0	0
ATCAY	2749	2386	2777	1893	4699	1994
ENSG00000307697	0	0	0	0	0	0
RN7SL202P	0	0	0	0	0	0
ENSG00000289254	0	1	1	0	1	0
NMRK2	1093	1053	2920	620	793	615
ENSG00000294388	0	0	0	0	0	0
DAPK3	906	836	1627	481	983	642
MIR637	0	0	0	0	0	0
EEF2	132393	118279	175325	59293	157325	91576
SNORD37	0	0	1	0	0	0
ENSG00000305677	0	0	0	0	0	0
PIAS4	1481	1318	2359	517	1612	1152
ZBTB7A	403	337	995	654	875	323
ENSG00000268670	3	3	6	0	2	4
ENSG00000296810	0	0	2	2	3	0
ENSG00000302361	0	0	0	0	0	0
ENSG00000299077	42	33	77	34	68	51
MAP2K2	4834	4431	7675	1752	7314	4248
CREB3L3	9	5	5	33	121	22
SIRT6	438	397	913	166	529	404
ANKRD24	331	285	243	117	270	126
ENSG00000306086	0	0	1	0	1	0
EBI3	24	16	15	16	77	44
ENSG00000280247	2	0	3	5	3	1
YJU2	531	517	1350	550	1016	445
ENSG00000303295	0	0	0	0	1	0
SHD	106	84	156	31	122	46
TMIGD2	19	17	12	19	84	76
FSD1	1249	1157	1602	682	2161	1217
ENSG00000296069	0	0	0	0	2	0
STAP2	320	288	921	350	399	210
ENSG00000269425	5	3	20	16	34	19
ENSG00000298461	0	0	0	0	0	1
MPND	704	622	935	261	873	593
ENSG00000269807	0	0	0	0	0	0
EIF1P6	0	0	0	0	0	0
ENSG00000269318	0	1	2	0	7	1
SH3GL1	4438	3976	6841	2322	5847	3201
ENSG00000267980	17	12	47	17	62	45
CHAF1A	3861	3421	5142	2974	5682	2259
ENSG00000267255	0	0	1	0	0	1
UBXN6	916	872	1706	530	1256	701
MIR4746	1	1	1	0	1	1
ENSG00000267030	4	3	5	1	4	6
ENSG00000280239	18	18	15	18	41	17
ENSG00000267769	1	2	2	0	5	1
ENSG00000267011	0	1	3	0	4	1
HDGFL2	3349	3159	4436	1866	4950	2662
PLIN4	21	12	4	1	12	7
PLIN5	11	9	15	7	24	7
ENSG00000267385	3	3	0	0	0	3
LRG1	40	52	30	8	26	18
SEMA6B	2474	2484	4325	994	2901	2100
ENSG00000302622	33	32	72	69	109	42
ENSG00000267408	0	0	0	0	0	0
TNFAIP8L1	457	430	489	258	1186	611
MYDGF	821	703	1384	387	995	664
ENSG00000268565	1	0	2	1	3	0
DPP9	1744	1466	2942	1108	1937	966
DPP9-AS1	2	1	1	2	13	4
ENSG00000303840	0	0	0	3	2	0
MIR7-3HG	3	3	6	9	27	11
ENSG00000268536	4	2	3	0	7	2
MIR7-3	0	0	0	0	0	0
FEM1A	1629	1515	3388	989	1791	1207
ENSG00000269604	0	3	8	0	1	1
ENSG00000290068	0	0	0	0	0	0
TICAM1	55	47	20	8	35	11
ENSG00000267484	0	0	0	0	0	0
PLIN3	2272	2136	3450	1864	5374	2612
ARRDC5	0	0	0	0	0	0
UHRF1	1596	1432	1816	982	2689	1386
MIR4747	0	0	0	0	0	0
KDM4B	2229	1933	2200	838	3709	2681
PTPRS	6693	5672	10715	4888	14550	6907
PTPRS-AS1	0	0	0	0	0	0
ENSG00000296960	0	0	0	0	0	0
RPL32P34	0	0	0	0	0	0
ENSG00000274447	3	0	2	3	3	2
ENSG00000295263	0	0	0	0	0	0
ENSG00000295242	0	0	0	0	0	0
ENSG00000297997	0	0	0	0	0	0
ZNRF4	0	0	0	0	3	1
TINCR	41	36	50	39	170	94
SNRPEP4	710	726	1470	1713	2838	1210
SAFB2	1277	1087	2698	1718	2063	802
ENSG00000300016	0	0	0	0	0	0
SAFB	3706	3075	5666	3904	6561	2684
RPL36	4903	5122	13270	12148	14662	4608
MICOS13	289	298	826	189	574	308
HSD11B1L	223	223	183	122	787	443
LONP1	5177	4526	7525	2148	5933	4034
CATSPERD	0	0	2	2	1	0
PRR22	36	31	118	18	25	44
ENSG00000267157	0	2	0	0	0	1
DUS3L	777	678	1266	362	818	570
NRTN	96	87	150	41	248	124
ENSG00000289543	5	0	5	0	2	3
FUT6	0	1	2	3	0	0
FUT3	4	1	1	1	14	1
ENSG00000267709	0	0	0	0	0	0
FUT5	0	1	0	0	2	0
ENSG00000267740	0	0	0	0	1	0
NDUFA11	290	234	405	565	757	258
ENSG00000266941	0	0	0	0	0	0
ENSG00000267314	0	0	0	0	0	1
VMAC	42	27	55	38	87	37
ENSG00000267571	4	3	3	1	3	2
CAPS	14	10	22	6	35	26
RANBP3	2667	2463	4702	2460	4858	2051
ENSG00000302284	0	0	0	0	0	0
RANBP3-DT	14	7	18	23	57	11
ENSG00000308886	0	0	0	0	0	0
ENSG00000308868	2	0	0	0	4	2
RFX2	289	251	249	219	586	248
ENSG00000267262	0	0	0	0	0	0
RPL32P37	0	0	0	0	0	0
ENSG00000267299	0	0	0	0	0	0
ENSG00000294431	1	0	0	0	1	1
ACSBG2	0	0	0	0	1	0
ENSG00000267415	0	0	0	0	0	0
ENSG00000284490	0	0	0	0	0	0
MLLT1	2259	1916	3344	1204	2799	1716
ENSG00000267563	0	0	0	0	0	0
ENSG00000280394	0	0	0	0	0	0
ACER1	0	0	0	0	0	0
ENSG00000269802	0	1	0	0	0	0
CLPP	1711	1384	2766	1681	3610	1591
ALKBH7	1083	989	1817	219	1309	1350
PSPN	64	59	126	47	133	98
GTF2F1	2651	2452	5677	3183	5324	2166
ENSG00000269444	0	0	0	0	0	0
MIR6885	0	0	0	0	0	0
MIR6790	0	0	0	0	0	0
ENSG00000293438	0	0	2	0	1	0
ENSG00000214347	0	0	0	0	0	0
KHSRP	14929	13177	22467	15545	27762	11787
MIR3940	0	0	0	0	0	0
SLC25A41	15	18	10	5	18	5
SLC25A23	3254	2720	4565	4886	12005	4047
CRB3	396	351	595	41	26	42
DENND1C	351	323	237	236	576	253
ENSG00000275234	209	233	580	269	71	36
TUBB4A	1065	812	1515	1111	3988	1323
ENSG00000268203	0	0	0	0	0	0
ENSG00000268191	0	0	0	1	1	0
ENSG00000297507	0	0	0	0	0	0
TNFSF9	58	51	319	148	356	253
TGFBR1P1	0	0	0	0	0	0
CLIC4P2	0	0	1	0	0	1
CD70	44	25	55	36	162	131
RPL7P50	0	0	0	0	3	0
TNFSF14	0	0	0	1	3	1
C3	330	316	109	255	1142	363
ENSG00000297005	0	0	0	0	0	0
ENSG00000276980	0	0	0	0	0	0
GPR108	1027	946	1965	1361	3218	1239
MIR6791	0	0	0	0	0	0
TRIP10	2427	2261	3950	2087	3423	1459
ENSG00000269680	1	2	0	1	1	1
SH2D3A	469	406	403	101	83	76
VAV1	68	60	5	5	23	13
ADGRE1	0	0	0	0	1	0
ENSG00000280091	0	0	0	0	0	0
ENSG00000269385	0	0	0	0	0	0
ENSG00000302223	0	0	0	0	0	0
ENSG00000290427	0	0	0	0	0	0
ENSG00000268845	0	0	0	0	0	0
ADGRE4P	0	0	0	0	0	0
ENSG00000309472	0	0	0	0	0	0
MARK2P21	0	0	0	0	0	1
ENSG00000283679	0	0	0	0	0	0
MBD3L2B	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0
ZNF557	128	141	283	199	290	109
ENSG00000301807	12	27	40	48	72	27
INSR	1003	952	1592	1060	1959	805
ENSG00000303888	0	0	0	0	0	0
ENSG00000306258	0	0	1	0	0	0
ARHGEF18-AS1	1	0	0	0	0	1
ARHGEF18	1627	1422	2675	764	1523	1091
PEX11G	105	91	118	23	88	79
SAXO5	20	19	10	23	94	22
ENSG00000267952	0	0	1	0	1	0
ENSG00000305089	0	0	1	0	0	0
ZNF358	1032	862	1616	511	1468	1219
ENSG00000269371	0	0	1	0	0	2
MCOLN1	444	355	1145	404	682	393
ENSG00000305109	18	9	13	5	42	27
ENSG00000268614	0	0	0	0	0	0
PNPLA6	2222	1860	3582	850	2727	2109
ENSG00000307753	0	0	1	0	1	0
CAMSAP3	1030	837	1492	451	1001	562
MIR6792	0	0	0	0	0	0
XAB2	1982	1785	2770	1254	2518	1382
PET100	30	38	129	179	230	29
ENSG00000268400	0	0	1	0	0	0
PCP2	3	1	2	2	4	4
ENSG00000268204	7	6	3	0	5	0
STXBP2	58	44	120	71	94	46
RPS27AP19	0	0	1	0	0	0
RETN	0	0	0	0	0	0
MCEMP1	0	0	0	0	0	0
ENSG00000269711	0	0	0	0	0	0
TRAPPC5	54	57	116	11	48	44
FCER2	5	2	0	4	10	0
CLEC4G	0	0	0	0	0	0
ENSG00000288669	0	0	0	0	0	0
CD209	4	1	14	11	0	1
RPL21P129	0	0	0	0	0	0
CLEC4M	0	0	0	0	0	0
ENSG00000290088	10	4	32	12	1	1
CLEC4GP1	0	0	0	0	0	0
EXOSC3P2	0	0	0	0	0	0
EVI5L	740	648	723	276	843	498
PRR36	787	452	956	810	2542	835
ENSG00000268120	0	0	1	1	4	2
LYPLA2P2	149	163	756	183	306	133
LRRC8E	233	149	233	97	229	99
ENSG00000214248	0	3	3	3	2	1
MAP2K7	1397	1381	2607	729	2106	1271
ENSG00000268149	0	0	2	1	6	0
TGFBR3L	19	18	67	31	27	12
ENSG00000294288	0	0	1	2	0	0
ENSG00000260500	0	0	3	1	2	4
SNAPC2	757	712	1001	590	1459	692
CTXN1	1086	972	1795	470	1959	1635
ENSG00000269139	6	10	13	12	31	16
TIMM44	2110	1904	4844	1936	3069	1329
ENSG00000286138	18	14	38	22	29	12
ELAVL1	6179	5181	9304	7867	14876	5772
ENSG00000269813	0	0	0	0	0	0
ENSG00000267939	55	54	66	53	233	74
CCL25	20	27	8	8	10	3
FBN3	1568	1195	3544	898	2175	1431
ENSG00000269651	0	0	0	0	0	0
CERS4	2053	1766	5817	3475	4177	1958
ENSG00000271717	0	0	0	0	0	0
ENSG00000303688	0	0	0	0	2	0
CD320	2252	1837	3281	642	2310	2071
ENSG00000167774	0	0	1	0	0	0
ENSG00000305962	0	0	0	1	1	0
NDUFA7	3	9	11	14	21	8
RPS28	158	153	455	364	556	128
KANK3	73	51	82	14	83	48
ENSG00000268884	0	0	0	0	0	0
ANGPTL4	138	131	173	87	457	262
RAB11B-AS1	117	102	171	107	254	99
MIR4999	0	0	0	0	0	0
RAB11B	2662	2091	4582	3263	5353	2469
MARCHF2	660	507	738	283	936	567
ENSG00000268931	0	0	0	0	0	0
ENSG00000279827	0	2	34	11	19	4
HNRNPM	17243	15930	27304	21531	25420	10332
PRAM1	7	9	2	4	15	5
ZNF414	451	388	529	230	584	307
MYO1F	164	132	76	28	93	39
ENSG00000308303	1	0	8	2	2	0
ENSG00000268618	0	1	1	0	0	0
ADAMTS10	194	205	333	124	629	348
ENSG00000267986	0	0	0	0	0	0
ENSG00000307103	0	0	1	0	0	0
NFILZ	1	2	1	1	3	0
ENSG00000279426	0	0	0	0	0	0
ACTL9	0	0	0	0	1	0
OR2Z1	0	0	0	0	0	0
RPL23AP78	0	0	0	0	0	0
ENSG00000268922	0	0	0	0	0	0
ZNF558	541	540	427	374	800	301
ENSG00000269300	0	0	0	0	0	0
MBD3L1	0	0	0	0	0	0
ENSG00000269400	0	0	1	1	0	0
MUC16	13	4	0	3	0	0
BOLA3P2	0	0	0	0	0	0
OR1M4P	0	0	0	0	0	0
OR1M1	0	0	0	0	1	0
OR7G2	0	0	0	0	0	0
OR7G1	0	0	0	0	0	0
OR7G15P	0	0	0	0	0	0
OR7G3	0	0	0	0	0	0
ZNF317	1368	1250	2678	2223	2914	1060
OR7D2	24	20	20	39	125	36
ELOCP29	0	0	0	0	0	0
OR7E16P	0	0	0	0	0	0
ENSG00000290821	0	0	0	0	0	0
OR7E25P	0	0	0	0	0	0
OR7D4	0	0	0	0	0	0
OR7D1P	0	0	0	0	0	0
OR7E24	0	0	0	0	0	0
OR7E18P	0	0	0	0	0	0
ENSG00000290719	0	0	0	0	0	0
OR7E19P	0	0	0	0	0	0
OR7H1P	0	0	0	0	0	0
ZNF699	138	111	248	180	308	124
ENSG00000267510	0	0	0	0	0	0
ENSG00000296819	0	0	0	0	0	0
ZNF559	396	390	543	389	686	334
ZNF559-ZNF177	3	3	5	8	15	10
ENSG00000283108	0	0	0	0	0	0
UBXN2AP1	0	0	0	0	0	0
ZNF177	0	0	0	0	1	0
ENSG00000300685	1	0	0	0	4	2
ZNF266	661	587	1124	813	1183	498
ENSG00000287275	6	5	14	12	8	3
ZNF560	0	1	2	1	0	1
ENSG00000267273	0	0	0	0	0	0
ENSG00000287960	1	2	3	3	12	5
ENSG00000260112	0	0	0	0	0	0
ZNF426	766	795	1678	1178	1302	499
ZNF426-DT	58	38	95	178	145	36
ZNF121	2138	2027	3678	3362	3509	1272
ZNF561	1425	1371	3174	3304	3509	1263
ZNF561-AS1	239	201	457	607	775	216
ZNF562	929	877	1165	890	1459	528
ENSG00000291231	0	1	5	2	4	0
RPS4XP22	0	0	0	0	0	0
ZNF812P	0	0	0	0	0	0
ENSG00000301507	0	0	0	0	2	0
ENSG00000277587	0	0	0	0	0	0
ENSG00000267490	0	0	0	0	0	0
ENSG00000267612	0	0	0	0	0	0
ZNF846	120	100	230	177	230	111
ENSG00000267370	0	0	0	0	0	0
ENSG00000310457	0	0	0	0	0	0
UBE2L4	3	1	21	3	19	2
ENSG00000266950	3	2	5	4	8	2
FBXL12	807	809	1487	903	1725	834
ENSG00000295613	0	0	1	0	0	1
RPL10P15	0	0	0	0	0	0
UBL5	1784	1497	4884	4358	6473	2009
PIN1-DT	1	2	0	1	2	1
PIN1	1279	1256	2738	848	2344	1379
OLFM2	2734	2285	4507	3677	7869	3147
ENSG00000295575	0	0	0	1	0	0
ENSG00000295554	0	0	0	0	0	0
COL5A3	99	104	174	88	399	216
ENSG00000267650	0	0	0	0	0	0
RDH8	2	2	1	10	56	22
ENSG00000299206	0	0	0	0	0	0
C3P1	13	7	3	0	5	0
MIR5589	0	0	0	0	0	0
SHFL	498	483	706	739	1460	523
ENSG00000267387	0	0	0	0	3	0
ANGPTL6	5	8	4	3	20	10
PPAN-P2RY11	0	0	0	0	0	0
PPAN	179	164	267	91	186	107
SNORD105	0	0	0	0	0	0
SNORD105B	0	0	0	0	0	0
P2RY11	33	37	97	25	86	55
EIF3G	4907	4416	9094	4571	8391	3343
DNMT1	7131	5664	9529	6815	12490	4817
S1PR2	524	508	824	351	1069	536
MIR4322	2	0	1	0	1	0
LIMASI	3	0	10	2	12	4
MRPL4	2433	2207	4297	2454	3849	1810
ENSG00000294658	1	5	2	3	0	1
ICAM1	275	290	380	272	1357	642
ICAM4-AS1	0	0	0	0	0	0
ICAM4	37	33	32	10	54	27
ENSG00000294674	0	0	1	1	1	0
ENSG00000294616	0	0	0	0	0	0
ICAM5	64	41	26	6	55	55
ZGLP1	4	6	21	11	20	3
ENSG00000167807	1	2	0	0	0	0
FDX2	0	2	0	2	0	2
ENSG00000267303	0	1	0	0	0	1
RAVER1	2111	1629	2491	246	1257	1298
ENSG00000274425	180	205	221	107	325	137
ICAM3	473	399	732	280	369	226
TYK2	730	569	1184	455	1258	632
CDC37	4846	4545	8290	3927	6702	3061
MIR1181	0	0	0	0	0	0
PDE4A	402	313	560	262	687	331
KEAP1	1700	1534	4268	1321	2530	1536
ENSG00000267197	2	0	4	3	0	0
S1PR5	205	152	332	227	443	237
ATG4D	974	946	2173	385	1242	1011
RNU7-140P	0	0	1	0	0	1
MIR1238	0	0	0	0	0	0
KRI1	950	746	1749	1260	2218	856
CDKN2D	47	56	129	67	169	92
AP1M2	3530	3305	6329	1376	156	207
LSM2P1	0	0	0	0	0	0
SLC44A2	5208	4846	10992	5324	10677	4670
ILF3-DT	1015	987	790	754	1077	495
ILF3	22789	20875	36495	24598	43216	16662
QTRT1	886	751	1295	375	1128	717
DNM2	4635	4061	8001	3047	7269	3832
MIR638	0	0	0	0	0	0
MIR4748	0	0	0	0	0	0
MIR199A1	0	0	0	0	0	0
MIR6793	0	0	0	0	0	0
TMED1	438	432	926	285	799	548
C19orf38	5	5	16	5	15	9
HIKESHIP2	5	12	45	13	22	18
CARM1	9227	8072	15691	7916	14887	5878
YIPF2	1092	1000	2348	641	1260	777
TIMM29	415	403	633	360	468	324
SMARCA4	11161	8991	17115	9696	17970	7158
ENSG00000266936	0	0	0	0	0	0
RN7SL192P	1	2	0	1	1	0
ENSG00000278643	0	0	0	0	0	0
ENSG00000307752	1	2	3	2	5	0
LDLR	5887	5317	6818	3947	10658	5242
ENSG00000303379	0	2	1	0	0	0
MIR6886	0	0	0	0	0	0
SPC24	744	839	1283	555	1824	964
KANK2	1357	1166	1881	1035	2406	1139
DOCK6-AS1	0	2	5	2	8	4
DOCK6	1523	1310	2479	1241	2856	1403
ENSG00000279807	0	0	0	0	0	0
ANGPTL8	0	0	0	0	0	1
ENSG00000267174	9	5	9	13	19	11
TSPAN16	0	0	0	0	1	2
RAB3D	768	723	1053	532	1087	668
ENSG00000267576	0	0	0	0	0	0
TMEM205	1685	1559	2163	915	2779	1477
CCDC159	48	16	68	44	111	42
PLPPR2	727	645	688	245	1374	906
ENSG00000267277	11	11	21	11	21	14
SWSAP1	143	123	321	199	246	96
EPOR	474	417	572	380	977	509
RGL3	496	440	879	377	253	141
ODAD3	184	136	164	74	240	84
PRKCSH	8352	7681	14882	5332	14509	7906
ELAVL3	32	32	33	73	342	160
ENSG00000267477	0	0	0	0	0	0
ZNF653	111	109	189	161	346	162
MIR7974	0	0	0	0	1	0
ECSIT	1289	1177	1703	744	1815	878
RN7SL833P	0	0	0	0	0	0
RPL18AP13	2	5	5	3	24	12
RPS12P32	1	1	21	35	39	4
CNN1	369	390	538	377	1454	632
ELOF1	1640	1893	3761	1066	2142	1257
ZNF627	816	740	1197	1051	1924	918
ACP5	179	191	24	0	9	8
GAPDHP76	0	1	1	0	0	0
ZNF833P	46	39	56	48	108	66
ENSG00000289985	97	83	105	111	123	67
ZNF887P	0	0	0	0	0	0
HNRNPA1P10	0	0	0	0	0	0
ZNF823	159	146	364	306	433	164
ENSG00000266922	0	0	0	0	0	0
ENSG00000220949	0	0	0	0	0	0
ZNF441	23	33	88	104	233	69
ENSG00000267646	0	0	0	0	0	0
ZNF491	12	11	36	35	43	9
ZNF440	206	154	341	278	472	204
ENSG00000267089	0	0	0	0	0	0
ENSG00000307309	0	0	0	0	0	0
ZNF439	60	59	9	3	6	3
ENSG00000278897	1	0	0	0	0	0
ZNF69	171	147	223	130	168	92
ZNF700	337	254	465	392	665	307
ENSG00000267179	0	1	0	0	0	0
ENSG00000267274	2	0	2	3	6	1
ENSG00000304156	0	0	0	0	0	0
ZNF763	27	33	40	51	41	32
ZNF433-AS1	258	227	192	308	370	149
ENSG00000286098	0	0	0	0	0	0
RNA5SP464	2	0	1	0	0	0
ZNF433	81	71	100	93	239	86
ENSG00000257355	0	0	0	0	1	0
RNA5SP465	0	0	0	0	0	1
ZNF878	68	84	181	103	52	31
ZNF844	84	91	299	161	253	112
RNA5SP466	0	0	0	0	0	0
ENSG00000286132	280	217	238	258	213	88
ENSG00000290812	85	77	131	60	134	51
ZNF788P	1	0	0	0	1	0
ZNF20	16	10	36	27	37	8
RSL24D1P8	0	0	0	2	0	0
RNA5SP467	0	0	0	1	0	0
ZNF625-ZNF20	1	0	0	0	0	0
ENSG00000293234	24	37	64	43	112	37
ZNF625	19	17	35	29	22	6
RPL17P47	0	0	0	0	0	0
ZNF136	264	251	428	250	434	184
ENSG00000291101	28	30	1	4	7	1
ENSG00000305282	0	0	1	0	0	0
ENSG00000234773	0	0	0	0	0	0
ZNF44	154	191	473	421	562	170
RPL28P5	0	0	0	0	0	0
RPS2P53	0	0	9	1	5	0
ZNF563	94	109	199	153	165	75
ZNF442	88	64	138	96	246	76
RPS29P23	0	0	0	0	0	0
ENSG00000268744	0	1	2	2	3	2
ENSG00000248406	0	0	0	0	0	0
ZNF799	90	91	156	174	211	87
ENSG00000268870	0	1	0	0	1	0
ZNF443	164	162	356	303	363	180
ENSG00000269755	0	0	0	0	1	1
ENSG00000234848	0	0	1	0	1	0
ZNF709	1	2	4	14	16	5
ENSG00000196826	0	0	0	0	0	0
MTND2P40	0	0	0	0	0	0
MTCO1P27	0	0	0	0	0	0
MTCO2P27	0	0	0	0	0	0
MTATP6P27	0	0	0	0	0	0
PPIAP20	0	0	0	0	0	0
ZNF564	18	15	11	9	21	11
ENSG00000269693	0	0	0	0	0	0
ENSG00000269560	1	0	0	0	0	4
LINC02926	3	0	3	8	6	3
PGK1P2	5	12	72	29	159	18
ZNF490	74	69	176	87	152	62
ZNF791	719	698	1279	1345	1588	563
RPL10P16	13592	12919	9062	2181	6276	10471
ENSG00000269242	0	0	0	0	0	0
MAN2B1	2387	1994	2649	1260	3380	1753
ENSG00000269590	0	0	0	0	0	0
WDR83	236	254	479	171	345	175
ENSG00000285589	16	9	16	21	28	12
WDR83OS	0	0	0	0	0	0
ENSG00000285583	0	0	0	0	0	0
DHPS	16	17	17	13	31	21
ENSG00000303522	0	1	1	0	2	0
ENSG00000268945	1	2	0	3	5	2
GNG14	0	0	0	0	0	0
FBXW9	448	428	433	106	518	318
ENSG00000267791	0	0	0	0	0	0
TNPO2	2402	2267	6230	2976	4536	2180
SNORD41	0	0	0	0	0	0
ENSG00000267004	0	0	0	0	0	0
TRIR	2964	2464	6908	7048	9246	2609
GET3	2793	2350	5352	3069	5386	2251
BEST2	105	83	77	52	31	30
HOOK2	737	570	968	513	636	336
ENSG00000267212	0	0	0	0	0	0
ENSG00000306862	0	0	0	0	2	0
MIR5684	0	0	0	0	0	0
ENSG00000295169	0	0	0	0	0	0
JUNB	69	86	194	95	307	188
ENSG00000301129	0	0	2	2	5	0
PRDX2	10206	9833	21030	10545	28465	13114
ENSG00000267062	0	2	0	0	0	0
THSD8	1	2	0	1	0	3
RNASEH2A	60	43	22	28	25	16
RTBDN	51	30	58	30	80	41
ENSG00000267424	108	105	51	44	195	88
MAST1	721	508	652	344	1048	558
MIR6794	0	0	0	0	0	0
DNASE2	1013	935	2410	1250	1390	658
ENSG00000267735	0	0	2	0	1	1
KLF1	15	14	21	6	10	9
GCDH	1213	1087	1467	377	673	521
RPS6P25	14	21	197	49	126	18
SYCE2	39	34	45	63	161	34
MIR5695	0	0	0	0	0	0
FARSA	3075	2815	7026	3374	5380	2311
FARSA-AS1	0	0	1	0	0	0
ENSG00000295879	0	0	0	0	0	0
CALR	29357	27453	58986	36192	45967	15671
MIR6515	0	0	0	0	0	0
ENSG00000267458	0	1	2	1	4	1
RAD23A	3231	2708	4838	3365	7535	2753
GADD45GIP1	1600	1230	2543	1833	3334	1250
DAND5	9	1	7	1	4	6
NFIX	8	4	34	13	5	4
ENSG00000267417	0	0	0	0	0	0
ENSG00000267610	0	0	0	0	0	0
ENSG00000279044	0	0	0	0	0	0
LYL1	10	19	18	12	20	7
ENSG00000304024	0	0	0	0	2	0
