""	WT_1	WT_2	Y2_1	Y2_2	YT_1	YT_2
ENSG00000307642	0	0	0	0	0	0
CEACAMP11	0	0	1	0	0	1
CEACAMP4	0	0	0	0	0	0
LINC03078	14	15	20	5	14	21
CD177	65	71	196	44	90	90
ENSG00000272396	0	0	0	0	0	0
ENSG00000308782	0	0	0	0	1	0
CD177P1	0	0	3	0	0	0
TEX101	1	2	0	0	0	0
LYPD3	265	226	316	100	257	203
PHLDB3	159	170	284	206	439	115
ETHE1	430	412	770	431	814	412
ZNF575	5	6	18	16	33	12
XRCC1	1425	1332	2581	1428	3594	1770
ENSG00000269177	0	0	0	0	0	0
ENSG00000268361	0	0	0	0	0	0
ENSG00000269583	0	0	5	0	3	1
PINLYP	104	109	132	81	245	131
IRGQ	951	842	1563	689	1725	1115
ZNF576	337	327	612	300	504	345
SRRM5	3	0	6	5	15	8
ZNF428	413	378	1096	705	849	167
CADM4	450	428	705	731	1285	379
ENSG00000308028	1	6	3	3	5	0
PLAUR	285	249	447	279	751	359
RN7SL368P	0	0	0	1	2	0
ENSG00000283525	0	0	0	0	0	0
ENSG00000290609	0	0	0	0	0	0
IRGC	1	0	0	0	0	0
SMG9	607	574	1367	812	2113	1239
ENSG00000296816	5	3	7	2	4	3
KCNN4	15	15	24	19	44	6
ENSG00000299675	1	0	0	0	0	0
ENSG00000300917	4	5	0	1	5	0
LYPD5	37	36	64	7	16	45
ENSG00000268601	4	2	3	0	1	0
ZNF283	153	125	156	55	120	132
ZNF404	90	58	66	49	109	43
ENSG00000278917	0	0	0	0	1	0
ENSG00000267058	30	40	33	28	44	35
ENSG00000286613	11	9	11	4	7	5
ZNF45-AS1	22	19	27	8	32	28
ZNF45	541	569	1345	525	1405	755
ZNF221	33	18	31	20	42	44
ZNF155	141	128	312	139	459	224
ENSG00000277806	12	7	8	7	27	23
ENSG00000278492	2	1	5	2	6	2
ZNF230-DT	10	8	17	8	61	26
ENSG00000293690	0	0	0	0	0	0
ZNF230	111	99	228	126	312	194
ZNF222-DT	0	3	0	0	0	0
ZNF222	84	72	187	101	188	150
ENSG00000267022	0	0	0	0	0	0
ZNF223	42	36	48	34	102	68
ZNF284	37	37	124	53	173	122
RNU6-902P	0	0	0	0	0	0
ZNF224	228	236	340	234	568	342
ZNF225-AS1	229	201	655	283	1259	1085
ZNF225	167	147	370	151	474	404
ENSG00000289428	15	25	16	12	21	27
ZNF234	173	192	376	140	400	267
ENSG00000287035	1	1	1	0	4	1
ZNF226	381	332	686	352	941	613
ZNF227	544	558	1293	531	1468	891
ZNF235	90	78	269	89	268	278
ENSG00000279103	0	0	0	0	8	7
ZNF233	63	64	185	66	194	192
ENSG00000270679	0	0	0	0	0	0
NDUFA3P1	0	0	0	0	0	0
ZNF112	88	96	215	88	260	157
ENSG00000267173	0	0	0	0	0	0
ENSG00000302614	0	0	0	0	0	0
ZNF285	107	109	217	169	426	179
ENSG00000267188	0	0	0	0	0	0
ENSG00000302595	0	0	0	0	0	0
ZNF229	165	142	3	0	0	1
ZNF285BP	0	0	3	0	0	0
ZNF180	333	292	719	369	942	649
CEACAM20	0	0	0	0	1	0
ENSG00000267614	0	0	0	0	0	0
CEACAM22P	1	0	3	0	2	2
ENSG00000224366	0	0	0	0	0	0
CEACAM16-AS1	10	9	20	3	24	13
IGSF23	0	0	1	0	0	0
PVR	623	547	1880	495	1244	1320
MIR4531	0	0	0	0	0	0
CEACAM19	38	26	37	51	160	39
ENSG00000279095	0	0	0	0	0	0
CEACAM16	2	0	1	0	0	0
ENSG00000252200	0	0	0	0	0	0
ENSG00000288773	0	0	0	0	0	0
ENSG00000302986	0	0	0	0	0	0
ENSG00000302962	0	0	0	0	0	0
BCL3	85	79	265	81	234	109
MIR8085	0	0	0	0	0	0
ENSG00000236807	0	0	0	0	0	0
CBLC	444	402	347	118	206	68
ENSG00000285128	9	7	2	2	12	6
BCAM	1685	1420	1454	1234	2289	504
NECTIN2	5407	4781	5018	3580	6962	2315
ENSG00000302518	1	0	2	0	2	4
ENSG00000267282	1	0	0	1	2	0
TOMM40	4266	4118	8957	3013	4601	2110
APOE	10711	10256	18933	8070	11460	4694
ENSG00000280087	8	7	15	6	16	13
APOC1	335	343	485	403	957	407
APOC1P1	0	1	2	0	2	0
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0
APOC2	0	0	0	0	0	0
ENSG00000267114	6	4	5	0	8	2
CLPTM1	4621	4257	8705	3558	8336	6028
RELB	322	286	321	402	501	99
CLASRP	852	791	1346	814	1735	712
RNU6-611P	5	1	0	0	2	5
ZNF296	165	151	592	116	209	158
GEMIN7-AS1	14	14	39	16	39	14
GEMIN7	941	830	1310	737	979	498
MARK4	2107	1749	2960	1895	3613	1123
PPP1R37	519	535	1022	457	651	265
EIF5AP3	0	0	0	0	0	0
ENSG00000267044	0	0	0	0	0	0
NKPD1	11	10	14	22	22	6
TRAPPC6A	780	730	1247	1053	1230	294
BLOC1S3	188	149	463	206	423	252
EXOC3L2	192	131	74	145	285	71
ENSG00000307301	3	4	7	9	16	1
CKM	1	1	2	3	3	3
RPS16P9	0	0	0	0	0	0
KLC3	102	118	145	17	26	17
ERCC2	3286	3139	4187	2422	4128	1605
PPP1R13L	548	403	496	289	592	213
POLR1G	1454	1390	2304	775	1883	1456
ERCC1	1200	1093	2142	1686	4467	1255
MIR6088	0	0	0	0	0	0
ENSG00000299359	0	0	0	0	0	0
FOSB	25	21	43	18	37	27
ENSG00000299344	2	1	2	0	1	0
RTN2	681	625	1066	667	1387	546
PPM1N	169	181	347	154	599	396
ENSG00000298585	0	0	3	2	4	5
VASP	4333	4193	7852	3391	5264	1775
OPA3	827	757	1392	638	1548	1008
ENSG00000304183	0	0	0	0	0	0
GPR4	7	7	22	26	67	24
EML2	414	368	574	423	520	126
ENSG00000302348	0	0	0	0	0	0
MIR330	0	0	0	0	0	0
EML2-AS1	10	10	8	17	10	4
RN7SL836P	0	0	0	0	0	0
GIPR	25	21	44	20	42	11
MIR642A	0	0	0	0	0	0
MIR642B	0	0	0	0	0	0
SNRPD2	2844	2483	9084	2930	8697	4464
QPCTL	897	802	858	715	1189	464
FBXO46	861	773	1820	950	2041	970
ENSG00000279407	35	25	74	40	74	35
ENSG00000295209	12	9	16	5	13	18
MEIOSIN	7	3	2	3	2	6
SIX5	854	713	1307	1224	1797	351
ENSG00000259605	13	32	56	50	82	11
DM1-AS	11	10	22	25	62	26
DMPK	547	388	618	673	1018	276
ENSG00000268434	0	0	0	0	0	0
DMWD	624	542	1146	670	900	300
RSPH6A	1	0	1	0	0	1
SYMPK	3333	2938	4115	2428	4891	2174
ENSG00000269148	0	0	0	1	0	0
FOXA3	715	691	1268	476	769	318
ENSG00000309717	0	1	1	0	0	0
IRF2BP1	776	745	1559	935	1187	382
ENSG00000294696	0	0	0	0	0	0
MYPOP	160	134	488	160	375	168
NANOS2	5	1	1	0	2	0
ENSG00000303467	0	1	0	0	3	0
NOVA2	1236	990	678	1731	4845	1043
ENSG00000304962	0	0	0	0	0	0
CCDC61	269	293	396	251	348	99
MIR769	0	0	0	0	0	0
PGLYRP1	1	0	2	1	3	0
ENSG00000268401	3	4	7	4	13	4
IGFL4	0	8	10	1	0	3
ENSG00000267922	0	0	0	0	0	0
ENSG00000268053	0	0	0	0	0	0
IGFL3	2	1	0	1	1	2
TGIF1P1	0	0	1	0	2	0
IGFL2	0	0	1	1	0	0
ENSG00000269729	0	0	2	0	0	0
IGFL2-AS1	0	0	0	0	0	0
IGFL1P1	0	0	1	0	0	0
ENSG00000268460	0	1	1	0	0	2
RPL12P41	0	0	0	0	3	1
ENSG00000269745	0	0	0	0	0	0
IGFL1	0	0	0	0	0	0
ENSG00000305735	0	0	0	0	0	0
ENSG00000305748	0	0	0	0	0	0
ENSG00000277748	0	0	0	0	0	0
IGFL1P2	0	0	0	0	0	0
HIF3A	626	469	444	695	1697	542
RNU6-924P	0	0	0	0	0	0
ENSG00000269124	0	0	0	0	0	0
PPP5C	4292	4160	8104	3562	7224	3281
ENSG00000269151	9	6	13	7	1	4
ENSG00000305038	1	0	1	0	2	0
CCDC8	872	888	2132	761	1223	724
ENSG00000307653	0	0	1	0	0	1
PNMA8C	80	95	95	77	189	33
PNMA8A	1302	1218	1921	1665	3535	1535
ENSG00000291145	27	21	25	16	40	17
PNMA8B	171	152	336	249	303	103
ENSG00000204850	4	12	2	2	4	1
PPP5D1P	0	0	0	0	0	0
ENSG00000278797	0	0	0	1	0	0
GAPDHP38	8	11	287	18	546	159
CALM3	14221	12523	25709	16663	49373	17241
ENSG00000269292	1	6	1	3	2	0
ENSG00000302712	0	0	0	0	0	0
PTGIR	2	2	0	3	3	1
ENSG00000297792	0	0	0	0	0	0
GNG8	8	5	5	11	32	4
ENSG00000279161	2	1	1	3	10	0
ENSG00000300899	0	0	0	0	0	0
DACT3	93	95	84	265	829	220
DACT3-AS1	2	0	1	2	7	3
PRKD2	1626	1377	2086	1179	2140	986
RN7SL364P	0	0	1	0	0	0
MIR320E	1	1	1	2	1	1
STRN4	5995	5226	9217	4502	9000	3974
ENSG00000269487	0	0	2	0	0	1
FKRP	665	570	1283	487	816	364
SLC1A5	13788	12800	31160	10260	19892	8168
ENSG00000275719	28	23	59	37	67	28
ENSG00000275862	0	0	0	0	0	0
HNRNPMP2	0	0	0	0	0	0
ENSG00000309679	0	0	0	0	2	0
ENSG00000269014	0	0	0	0	0	0
AP2S1	3433	3099	6345	3584	5481	2432
ENSG00000306538	0	0	2	1	4	0
ARHGAP35	3980	3513	5889	2852	6844	3829
ENSG00000307953	0	0	0	0	0	0
NPAS1	173	176	214	210	229	38
TMEM160	310	350	762	617	338	95
ZC3H4	1956	1568	3775	1370	3074	1520
ENSG00000308160	0	0	0	0	0	0
SAE1	12534	12285	21659	11200	25143	13511
BBC3	224	249	771	540	487	67
MIR3190	0	0	0	0	0	0
MIR3191	0	0	0	0	0	0
ENSG00000289915	2	5	19	9	26	10
ENSG00000286669	7	4	1	3	3	0
CCDC9	619	584	897	532	769	211
ENSG00000298666	0	0	0	0	0	0
INAFM1	81	77	136	88	212	57
C5AR1	7	4	5	11	41	6
ENSG00000293779	0	0	0	0	0	0
C5AR2	9	9	3	8	8	0
DHX34	1529	1244	2998	963	1849	1143
ENSG00000288827	6	8	8	8	17	6
MEIS3	829	779	891	1017	1544	384
SLC8A2	286	284	546	533	1007	236
ENSG00000287896	0	0	0	0	1	0
KPTN	589	528	649	672	881	266
NAPA-AS1	24	31	53	63	124	34
NAPA	1178	960	1915	779	1804	1171
ENSG00000279861	6	9	20	6	14	2
ZNF541	3	4	0	0	0	1
RN7SL322P	0	0	0	0	0	0
ENSG00000301500	0	0	1	0	0	0
ENSG00000268746	0	0	0	0	0	0
BICRA-AS2	17	16	27	5	14	5
BICRA	807	506	1088	692	1166	406
BICRA-AS1	0	0	0	0	0	4
ENSG00000299864	0	0	0	0	0	0
ENSG00000278999	0	0	0	0	0	0
EHD2	1016	732	917	907	2188	743
ENSG00000309253	4	0	2	3	5	5
NOP53	5318	4716	7943	4580	9719	3600
SNORD23	0	0	0	0	0	0
NOP53-AS1	0	2	1	1	1	0
SELENOW	6227	5874	8509	4884	6298	2073
RPL23AP80	0	0	0	0	0	0
ENSG00000271150	1	0	0	1	0	0
ENSG00000303174	0	0	0	0	0	0
ENSG00000303196	0	0	0	1	0	0
TPRX1	2	0	0	0	0	2
CRX	11	12	4	12	20	2
TPRX2	1	0	0	0	2	0
LINC01595	0	0	0	0	0	0
SULT2A1	0	0	0	0	0	0
BSPH1	0	0	0	0	0	0
ELSPBP1	0	0	0	0	0	0
CABP5	0	0	0	0	0	0
PLA2G4C	189	211	2	20	73	11
PLA2G4C-AS1	0	0	0	0	0	0
LIG1	3149	2789	5040	2725	4979	1748
ENSG00000269534	0	1	2	0	2	0
ENSG00000269321	0	0	0	0	0	0
ZSWIM9	275	239	357	252	371	83
CARD8	615	530	957	776	2145	1067
ENSG00000280353	0	1	2	1	2	1
ENSG00000268583	5	3	3	1	8	7
CARD8-AS1	3	3	10	7	16	14
ZNF114-AS1	9	10	19	9	17	25
ZNF114	312	315	809	282	855	537
ODAD1	42	38	54	49	75	22
EMP3	267	220	257	802	1542	267
TMEM143	489	374	716	474	1016	622
SYNGR4	4	2	9	6	12	2
KDELR1	8730	8033	14636	9138	19308	9984
GRIN2D	725	627	481	193	487	255
GRWD1	2442	2226	3769	1349	2083	1055
KCNJ14	18	11	13	13	27	17
ENSG00000268530	0	1	2	1	1	0
ENSG00000268465	0	0	0	0	0	0
CYTH2	1183	1032	2003	1467	2917	1118
ENSG00000301887	1	0	4	3	4	1
LMTK3	263	227	360	214	338	77
ENSG00000287603	3	3	0	2	5	3
SULT2B1	46	31	29	44	76	7
FAM83E	60	51	82	12	18	7
SPACA4	0	0	0	0	0	0
RPL18	18327	16113	28506	14152	31603	14380
ENSG00000304120	13	41	244	58	212	51
ENSG00000268093	3	3	7	5	5	1
SPHK2	1186	1038	1692	691	916	364
DBP	195	161	288	292	483	99
CA11	1372	1210	3070	3517	10662	3609
SEC1P	33	36	24	7	19	5
NTN5	16	10	14	15	29	5
FUT2	135	97	232	79	134	108
MAMSTR	96	60	134	96	143	43
RASIP1	258	241	162	110	209	52
ENSG00000306119	1	4	6	3	3	3
IZUMO1	3	8	7	2	6	4
FUT1	486	410	1035	279	608	323
FGF21	17	6	62	13	14	6
RNU6-317P	0	0	0	0	0	0
BCAT2	1077	948	800	836	1485	361
ENSG00000286024	2	1	6	7	22	6
HSD17B14	227	184	362	479	783	156
PLEKHA4	618	544	475	663	1277	326
PPP1R15A	440	447	959	420	965	371
TULP2	63	41	39	31	54	23
NUCB1	3731	3269	7382	3426	6761	3047
NUCB1-AS1	1	0	0	0	1	0
ENSG00000260366	2	0	0	0	0	0
ENSG00000309215	0	0	0	0	0	1
DHDH	34	21	26	26	24	6
ENSG00000305635	5	11	25	5	16	7
BAX	3283	3094	7662	3658	3964	1563
ENSG00000305667	0	0	0	0	0	0
ENSG00000267898	2	4	7	0	0	4
FTL	25384	24238	53324	25959	50904	19778
GYS1	2797	2414	4671	2619	6517	2936
RUVBL2	4341	4148	6913	3073	6094	2572
MIR6798	0	0	0	0	0	0
LHB	4	0	0	0	0	0
SAXO3	4	0	0	1	0	0
CGB3	1	2	0	0	0	0
ENSG00000267335	0	0	0	0	0	0
NTF6A	0	0	0	0	0	0
NTF6G	0	0	0	0	0	0
CGB2	1	0	0	6	1	2
CGB1	0	0	0	0	0	0
NTF6B	0	0	0	0	0	0
ENSG00000268669	0	0	0	0	0	0
CGB5	1	3	1	1	2	0
CGB8	0	0	0	2	1	0
ENSG00000299502	0	0	0	0	0	0
ENSG00000269706	0	0	0	0	0	0
CGB7	5	2	12	8	14	6
ENSG00000283663	0	0	0	0	0	0
ENSG00000283251	0	0	0	0	0	0
ENSG00000268108	1	0	0	2	4	1
NTF4	24	16	14	8	39	23
ENSG00000268287	0	1	0	0	1	0
KCNA7	7	8	6	3	6	4
RN7SL708P	0	0	0	0	0	0
SNRNP70	6428	5780	11299	5869	14563	5333
ENSG00000297778	1	7	18	7	9	2
LIN7B	31	27	65	55	98	59
C19orf73	40	54	55	42	134	84
PPFIA3	913	803	917	1046	1111	215
HRC	247	233	76	171	474	135
TRPM4	388	299	424	383	545	101
ENSG00000297851	1	0	0	0	0	1
ENSG00000297879	0	0	0	1	10	0
SLC6A21P	0	0	0	0	0	0
SUMO1P4	11	10	27	3	35	7
SLC6A16	35	31	16	41	130	35
ENSG00000304570	2	3	1	3	4	0
MIR4324	0	1	0	1	4	2
ENSG00000197813	10	7	10	12	33	13
CD37	1	1	5	0	2	0
TEAD2	5308	5178	11002	4816	12104	7986
ENSG00000268157	0	0	0	0	0	0
DKKL1	103	77	88	137	277	56
ENSG00000268686	0	1	0	0	0	1
KASH5	2	3	0	1	0	2
ENSG00000302245	0	0	0	0	0	0
PTH2	2	2	1	4	1	1
GFY	48	44	51	21	31	33
SLC17A7	131	90	58	80	204	75
ENSG00000305589	0	1	6	1	3	3
PIH1D1	2815	2371	3573	2375	5249	2600
ALDH16A1	1434	1255	1681	1120	1190	393
ENSG00000269469	0	0	0	0	0	0
FLT3LG	6	4	1	3	5	1
ENSG00000273189	0	0	1	4	1	0
RPL13A	15315	14168	32608	13149	25599	14864
SNORD32A	0	0	0	0	0	0
SNORD34	0	0	0	0	0	0
SNORD35A	0	0	0	0	0	0
RPS11	22753	21962	51107	25336	81764	55426
SNORD35B	0	0	0	0	0	0
MIR150	0	0	0	0	0	0
COX6CP7	0	0	0	0	0	0
FCGRT	758	642	1269	627	1414	785
RCN3	373	311	166	263	505	112
NOSIP	1283	1231	2978	1187	2233	821
PRRG2	35	53	142	17	32	23
PRR12	2106	1312	3027	1525	2690	749
ENSG00000268636	0	0	4	0	3	1
RRAS	488	497	155	351	816	126
SCAF1	2577	2118	3680	2029	2630	660
IRF3	2269	2072	3393	1754	3113	1185
BCL2L12	3278	2884	3643	2134	2953	1070
PRMT1	16196	14696	25461	14878	27861	10242
MIR5088	0	0	0	0	0	0
ENSG00000268677	0	2	0	4	1	0
ADM5	17	25	41	57	84	18
CPT1C	2212	1917	2294	2330	5026	1326
ENSG00000295494	4	6	4	1	11	7
ENSG00000243829	38	52	574	88	397	95
TSKS	3	6	2	5	24	1
ENSG00000309631	0	0	0	0	1	0
RNU6-841P	0	0	0	0	0	0
ENSG00000309651	0	0	0	0	0	0
AP2A1	6247	5272	8231	5131	8816	3104
MIR6799	0	0	0	0	0	0
ENSG00000297022	0	2	3	3	10	4
FUZ	857	792	1156	857	1483	493
ENSG00000269194	6	5	5	6	6	1
ENSG00000295248	0	0	0	0	1	0
MED25	2494	2130	3546	2075	3747	1544
MIR6800	0	0	0	0	0	0
PTOV1-AS1	30	15	31	40	130	65
PTOV1	3912	3466	5749	3439	5212	1428
ENSG00000268047	0	0	1	0	0	1
MIR4749	0	0	0	0	0	0
PTOV1-AS2	55	54	91	91	110	45
PNKP	1509	1397	2014	1711	2763	907
AKT1S1	1740	1645	4169	1498	3479	2292
TBC1D17	1338	1123	1755	1099	1759	634
MIR4750	0	0	0	0	0	0
IL4I1	21	15	19	16	21	2
NUP62	3992	3433	5750	3048	6924	4000
ENSG00000269179	0	0	0	0	0	0
ATF5	338	353	780	250	824	473
MIR4751	0	0	0	0	0	0
SIGLEC11	1	1	1	4	2	0
ENSG00000301908	0	0	0	0	0	0
SIGLEC16	2	1	0	0	1	0
VRK3	989	913	1605	783	2122	1211
ZNF473	436	432	832	452	1265	768
ENSG00000298681	0	0	1	0	0	0
ENSG00000269091	0	0	0	0	0	0
ZNF473CR	2	2	5	4	7	0
ENSG00000269540	0	0	0	0	0	0
ENSG00000267890	17	11	28	10	41	38
ENSG00000287001	0	1	3	0	4	3
IZUMO2	59	36	1	0	1	2
ENSG00000301778	0	0	1	2	2	0
MYH14	1072	843	1453	408	1233	637
ENSG00000267815	0	0	5	1	8	5
KCNC3	187	126	465	603	1659	448
NR1H2	1003	871	1696	766	948	273
NAPSB	0	0	1	0	1	4
NAPSA	13	13	20	8	12	5
ENSG00000269392	2	0	0	0	3	0
POLD1	3268	2891	4057	2404	3001	875
ENSG00000142539	0	0	0	0	0	0
SPIB	186	193	224	126	372	174
MYBPC2	193	164	182	66	118	82
GARIN5A	185	160	463	177	253	148
EMC10	3240	3039	8304	4603	7602	3238
ENSG00000268854	0	0	1	0	0	0
MYREM	14	7	2	33	59	23
JOSD2	36	29	94	40	33	5
ASPDH	0	0	0	10	25	2
LRRC4B	679	650	648	1741	2694	428
ENSG00000299174	0	0	1	0	2	0
ENSG00000268231	2	2	1	3	3	0
ENSG00000298650	0	0	0	0	0	0
SYT3	599	450	473	322	486	148
C19orf81	69	51	145	125	128	24
SHANK1	91	75	132	300	644	198
CLEC11A	255	217	301	256	325	70
ENSG00000305066	0	0	0	0	0	0
GPR32P1	0	0	0	0	0	0
GPR32	0	0	0	0	0	0
SMIM47	1	5	5	5	12	8
ACP4	0	0	0	0	0	0
ENSG00000268375	0	0	0	0	0	0
C19orf48P	3156	2846	5915	2912	4225	1358
SNORD88B	0	0	0	0	0	0
SNORD88A	1	0	2	2	3	0
SNORD88C	0	0	0	0	0	0
TMEM277P	8	7	15	3	11	5
ENSG00000305714	0	1	0	0	0	0
ENSG00000284711	0	0	0	0	0	0
KLK1	48	44	86	22	118	108
KLK15	2	0	2	0	1	4
ENSG00000267968	2	0	0	0	1	2
KLK3	1	1	1	3	6	5
KLK2	4	0	1	0	0	0
KLKP1	0	0	0	1	3	0
KLK4	12	9	22	15	44	7
PPIAP59	0	0	0	0	0	0
KLK5	48	40	2	1	8	0
ENSG00000269495	0	0	0	0	0	0
KLK6	83	59	28	68	200	60
ENSG00000279676	0	0	0	0	0	0
ENSG00000267879	2	1	0	2	3	0
KLK7	34	36	24	7	25	19
KLK8	44	31	25	12	19	9
ENSG00000269741	0	0	0	0	0	0
KLK9	0	0	0	0	0	0
KLK10	291	211	209	304	739	269
ENSG00000268739	1	0	0	1	1	1
KLK11	5	6	0	0	4	3
KLK12	6	0	1	0	2	0
ENSG00000268906	0	0	0	0	0	0
ENSG00000268390	0	0	0	0	0	0
KLK13	138	124	260	53	222	316
ENSG00000309146	0	0	1	0	1	4
KLK14	19	12	3	5	11	3
CTU1	71	66	186	75	109	50
ENSG00000268595	9	9	1	4	17	7
ENSG00000306722	0	0	0	0	0	0
SIGLEC18P	0	0	0	0	0	0
ENSG00000306607	0	0	0	3	1	2
SIGLEC9	0	0	0	0	0	0
ENSG00000267990	0	0	0	0	0	0
ENSG00000306696	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0
ENSG00000267895	0	0	0	0	0	0
ENSG00000269681	0	0	0	0	0	0
SIGLEC17P	0	0	0	0	0	0
SIGLEC20P	1	0	0	1	1	1
ENSG00000268652	0	0	0	0	0	0
SIGLEC21P	0	0	0	0	0	0
MIR8074	0	0	0	0	0	0
ENSG00000290859	0	0	0	0	0	0
SIGLEC22P	0	0	0	0	0	0
CD33	7	12	11	3	4	5
SIGLECL1	0	0	0	1	0	1
LINC01872	0	0	0	0	0	0
SIGLEC24P	1	0	3	1	1	0
ENSG00000299241	35	21	67	11	17	21
IGLON5	2595	2302	5012	3874	10541	3660
ENSG00000299129	0	0	6	0	5	1
VSIG10L	586	457	741	511	1662	951
VSIG10L-AS1	7	8	2	7	5	9
ENSG00000267984	0	0	3	1	0	0
ETFB	227	205	520	322	817	510
ENSG00000269403	2	0	0	0	0	0
ENSG00000268520	1	1	2	1	2	2
ENSG00000297420	3	0	9	7	19	8
CLDND2	27	30	60	32	111	21
NKG7	0	0	0	0	0	0
LIM2	0	0	2	1	0	0
LIM2-AS1	33	39	26	31	112	49
C19orf84	174	144	262	118	362	197
NIFKP6	0	0	8	1	6	2
SIGLEC10	1	3	2	1	4	1
SIGLEC10-AS2	46	33	26	37	67	14
SIGLEC10-AS1	125	120	87	119	157	43
ENSG00000268711	0	0	0	0	0	0
ENSG00000269181	0	0	0	0	0	0
SIGLEC8	1	0	0	0	0	0
ENSG00000301984	0	0	0	0	0	0
ENSG00000268957	0	0	0	0	0	0
CEACAM18	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0
ENSG00000268839	0	0	0	0	0	0
ENSG00000295943	0	0	0	0	0	0
SIGLEC27P	0	0	0	0	0	0
SIGLEC6	1	2	1	0	0	0
ENSG00000268777	0	0	0	0	0	0
ENSG00000269130	0	0	0	0	0	0
SIGLEC29P	0	0	0	0	0	0
ENSG00000289967	0	0	0	0	0	0
ZNF175	304	275	492	248	646	477
LINC01530	7	4	11	7	10	15
ENSG00000293175	1	1	0	1	0	0
ENSG00000269388	0	0	0	0	0	0
ENSG00000267808	1	0	1	0	1	1
SIGLEC5	0	0	0	0	2	0
RPL9P33	0	0	0	0	0	0
SIGLEC14	1	1	2	1	6	4
ENSG00000306276	0	0	0	0	0	0
RPL7P51	0	0	0	0	0	0
ENSG00000295145	0	0	0	0	0	0
SPACA6-AS1	1	0	3	1	2	1
SPACA6	49	47	54	61	85	39
MIR99B	0	0	0	0	0	0
MIRLET7E	0	0	1	0	0	0
MIR125A	0	0	0	0	0	0
ENSG00000298915	0	0	2	2	6	2
HAS1	18	17	62	56	41	13
ENSG00000304078	1	0	0	0	0	0
ENSG00000295953	0	0	0	0	0	0
FPR1	1	1	3	2	2	1
FPR2	10	12	14	28	40	13
ENSG00000306035	0	0	0	0	0	0
ENSG00000286236	0	0	0	0	0	0
ENSG00000298727	0	0	0	0	0	0
FPR3	0	0	0	0	0	0
ZNF577	198	203	385	166	520	454
ENSG00000268316	0	0	0	0	1	0
ENSG00000269483	0	0	0	0	0	0
ENSG00000283236	15	10	18	10	42	15
ZNF649-AS1	1	0	1	0	0	0
ZNF649	1061	1062	359	134	376	346
ENSG00000283285	1	0	0	0	0	1
ENSG00000298273	1	1	1	0	2	1
ZNF613	312	310	507	240	522	375
ZNF350-AS1	2	6	20	9	13	3
ZNF350	138	118	372	117	414	380
ZNF615	335	318	502	204	589	634
ENSG00000297250	5	1	3	3	4	2
ZNF614	911	939	1645	653	1956	1867
ZNF432	200	192	206	102	278	190
ENSG00000275055	13	9	8	4	15	11
ENSG00000260160	4	3	11	4	6	2
ZNF841	238	164	299	88	159	172
ENSG00000300777	0	0	2	1	8	5
ENSG00000270248	2	1	2	1	4	1
ZNF616	967	865	1570	506	1646	1524
ENSG00000267827	0	0	0	0	0	0
ENSG00000268458	0	0	0	0	0	0
RPL37P23	4	18	231	18	245	133
ZNF836	178	208	533	78	161	308
PPP2R1A	18772	17027	32438	18484	36395	12672
ENSG00000267927	1	0	1	0	0	2
MIR6801	0	0	0	0	0	0
ENSG00000268015	0	0	10	2	2	0
ENSG00000302940	1	2	0	0	1	1
ENSG00000277562	0	0	0	0	0	0
ENSG00000302922	0	0	0	0	0	0
ZNF766	1277	1142	2171	891	2464	1831
MIR643	0	0	0	0	1	0
ENSG00000269102	0	0	1	1	0	2
ZNF480	852	687	2273	534	2261	2763
ENSG00000269535	0	0	2	0	0	0
ZNF610	195	181	341	154	586	407
ZNF880	152	192	36	25	48	40
ZNF528-AS1	2	0	0	0	0	0
ENSG00000277977	0	0	1	0	0	0
ZNF528	7	3	5	2	2	0
DPPA5P1	0	0	0	0	0	0
ZNF534	0	3	8	0	1	0
ZNF578	123	135	386	42	75	224
ENSG00000288253	0	0	0	0	0	0
ENSG00000278543	0	0	0	0	0	0
ENSG00000269349	0	0	0	0	0	0
ZNF808	205	198	445	146	361	365
ZNF701	212	227	578	118	314	403
ENSG00000289102	32	25	74	14	52	52
RPL39P34	0	0	0	0	0	0
ENSG00000268886	0	0	0	0	1	0
ENSG00000290721	3	6	7	2	16	3
ZNF137P	48	58	123	33	100	78
ENSG00000269825	54	41	119	37	117	58
ENSG00000268970	0	2	0	0	0	0
ENSG00000290073	6	1	5	6	31	12
ZNF83	21	36	24	38	100	27
ENSG00000288953	53	54	296	61	210	231
ENSG00000296501	0	0	0	0	0	0
ZNF611	259	222	636	208	507	454
ZNF600	173	147	445	121	308	440
ENSG00000303330	0	0	0	0	0	0
ZNF28	692	629	1707	616	1825	1632
PABPN1P2	1	1	14	1	17	4
ZNF468	482	443	1536	358	1094	1207
ENSG00000308994	0	0	0	0	0	0
ZNF320	1400	1272	2565	1360	3193	2225
ENSG00000283695	0	0	0	0	1	0
ENSG00000306366	3	2	2	2	2	0
ZNF888	327	290	557	270	907	542
ZNF888-AS1	2	2	4	1	7	4
ZNF321P	15	14	16	14	26	11
ZNF816-ZNF321P	2	1	0	0	1	0
ENSG00000306382	1	0	0	0	1	0
ZNF816	330	321	589	240	684	580
ENSG00000269082	0	0	0	0	0	0
